figure_id,figure_family_code,figure_family_label,case_id,phase_or_track,date_token,model_names,run_type,scenario_id,view_type,variant,relative_path,file_path,pixel_width,pixel_height,short_plain_language_interpretation,recommended_for_main_defense,recommended_for_paper,source_paths,notes
case_dwh_retro_2010_72h__phase3c_external_case_ensemble_comparison__opendrift__comparison_board__2010_05_21_to_2010_05_23__board__slide__deterministic_vs_ensemble_board,H,DWH deterministic vs ensemble publication package,CASE_DWH_RETRO_2010_72H,phase3c_external_case_ensemble_comparison,2010-05-21_to_2010-05-23,opendrift,comparison_board,,board,slide,output/figure_package_publication/case_dwh_retro_2010_72h__phase3c_external_case_ensemble_comparison__opendrift__comparison_board__2010_05_21_to_2010_05_23__board__slide__deterministic_vs_ensemble_board.png,/app/output/figure_package_publication/case_dwh_retro_2010_72h__phase3c_external_case_ensemble_comparison__opendrift__comparison_board__2010_05_21_to_2010_05_23__board__slide__deterministic_vs_ensemble_board.png,3520,1980,This board is ready for panel use because it makes the deterministic-versus-ensemble footprint differences easy to see.,True,False,output/figure_package_publication/case_dwh_retro_2010_72h__phase3c_external_case_run__opendrift__single_model__2010_05_21_to_2010_05_23__zoom__paper__eventcorridor_deterministic.png | output/figure_package_publication/case_dwh_retro_2010_72h__phase3c_external_case_ensemble_comparison__opendrift__single_model__2010_05_21_to_2010_05_23__zoom__paper__eventcorridor_p50.png | output/figure_package_publication/case_dwh_retro_2010_72h__phase3c_external_case_ensemble_comparison__opendrift__single_model__2010_05_21_to_2010_05_23__zoom__paper__eventcorridor_p90.png,Board assembled from publication-grade single figures only.
case_dwh_retro_2010_72h__phase3c_external_case_ensemble_comparison__opendrift__single_model__2010_05_21_to_2010_05_23__zoom__paper__eventcorridor_p50,H,DWH deterministic vs ensemble publication package,CASE_DWH_RETRO_2010_72H,phase3c_external_case_ensemble_comparison,2010-05-21_to_2010-05-23,opendrift,single_model,,zoom,paper,output/figure_package_publication/case_dwh_retro_2010_72h__phase3c_external_case_ensemble_comparison__opendrift__single_model__2010_05_21_to_2010_05_23__zoom__paper__eventcorridor_p50.png,/app/output/figure_package_publication/case_dwh_retro_2010_72h__phase3c_external_case_ensemble_comparison__opendrift__single_model__2010_05_21_to_2010_05_23__zoom__paper__eventcorridor_p50.png,2860,1760,This figure shows the DWH ensemble p50 event corridor against the observed corridor.,False,True,output/CASE_DWH_RETRO_2010_72H/phase3c_external_case_setup/processed/layer_00_dwh_wellhead_processed.gpkg | output/CASE_DWH_RETRO_2010_72H/phase3c_external_case_run/products/obs_mask_2010-05-21_2010-05-23_eventcorridor.tif | output/CASE_DWH_RETRO_2010_72H/phase3c_external_case_ensemble_comparison/products/mask_p50_2010-05-21_2010-05-23_eventcorridor.tif,Built from stored DWH event-corridor rasters only.
case_dwh_retro_2010_72h__phase3c_external_case_ensemble_comparison__opendrift__single_model__2010_05_21_to_2010_05_23__zoom__paper__eventcorridor_p90,H,DWH deterministic vs ensemble publication package,CASE_DWH_RETRO_2010_72H,phase3c_external_case_ensemble_comparison,2010-05-21_to_2010-05-23,opendrift,single_model,,zoom,paper,output/figure_package_publication/case_dwh_retro_2010_72h__phase3c_external_case_ensemble_comparison__opendrift__single_model__2010_05_21_to_2010_05_23__zoom__paper__eventcorridor_p90.png,/app/output/figure_package_publication/case_dwh_retro_2010_72h__phase3c_external_case_ensemble_comparison__opendrift__single_model__2010_05_21_to_2010_05_23__zoom__paper__eventcorridor_p90.png,2860,1760,This figure shows the wider p90 event corridor against the observed corridor.,False,True,output/CASE_DWH_RETRO_2010_72H/phase3c_external_case_setup/processed/layer_00_dwh_wellhead_processed.gpkg | output/CASE_DWH_RETRO_2010_72H/phase3c_external_case_run/products/obs_mask_2010-05-21_2010-05-23_eventcorridor.tif | output/CASE_DWH_RETRO_2010_72H/phase3c_external_case_ensemble_comparison/products/mask_p90_2010-05-21_2010-05-23_eventcorridor.tif,Built from stored DWH event-corridor rasters only.
case_dwh_retro_2010_72h__phase3c_external_case_run__opendrift__single_model__2010_05_21_to_2010_05_23__zoom__paper__eventcorridor_deterministic,H,DWH deterministic vs ensemble publication package,CASE_DWH_RETRO_2010_72H,phase3c_external_case_run,2010-05-21_to_2010-05-23,opendrift,single_model,,zoom,paper,output/figure_package_publication/case_dwh_retro_2010_72h__phase3c_external_case_run__opendrift__single_model__2010_05_21_to_2010_05_23__zoom__paper__eventcorridor_deterministic.png,/app/output/figure_package_publication/case_dwh_retro_2010_72h__phase3c_external_case_run__opendrift__single_model__2010_05_21_to_2010_05_23__zoom__paper__eventcorridor_deterministic.png,2860,1760,This figure shows the deterministic DWH event corridor against the observed corridor in a paper-friendly format.,False,True,output/CASE_DWH_RETRO_2010_72H/phase3c_external_case_setup/processed/layer_00_dwh_wellhead_processed.gpkg | output/CASE_DWH_RETRO_2010_72H/phase3c_external_case_run/products/obs_mask_2010-05-21_2010-05-23_eventcorridor.tif | output/CASE_DWH_RETRO_2010_72H/phase3c_external_case_run/products/control_footprint_mask_2010-05-21_2010-05-23_eventcorridor.tif,Built from stored DWH event-corridor rasters only.
case_dwh_retro_2010_72h__phase3c_dwh_pygnome_comparator__opendrift_vs_pygnome__comparison_board__2010_05_21_to_2010_05_23__board__slide__opendrift_vs_pygnome_board,I,DWH OpenDrift vs PyGNOME publication package,CASE_DWH_RETRO_2010_72H,phase3c_dwh_pygnome_comparator,2010-05-21_to_2010-05-23,opendrift_vs_pygnome,comparison_board,,board,slide,output/figure_package_publication/case_dwh_retro_2010_72h__phase3c_dwh_pygnome_comparator__opendrift_vs_pygnome__comparison_board__2010_05_21_to_2010_05_23__board__slide__opendrift_vs_pygnome_board.png,/app/output/figure_package_publication/case_dwh_retro_2010_72h__phase3c_dwh_pygnome_comparator__opendrift_vs_pygnome__comparison_board__2010_05_21_to_2010_05_23__board__slide__opendrift_vs_pygnome_board.png,3520,1980,This board is ready for panel use because it makes the OpenDrift-versus-PyGNOME comparison explicit in the richer DWH case.,True,False,output/figure_package_publication/case_dwh_retro_2010_72h__phase3c_external_case_run__observation__single_observation__2010_05_21_to_2010_05_23__zoom__paper__eventcorridor_observation.png | output/figure_package_publication/case_dwh_retro_2010_72h__phase3c_external_case_run__opendrift__single_model__2010_05_21_to_2010_05_23__zoom__paper__eventcorridor_deterministic.png | output/figure_package_publication/case_dwh_retro_2010_72h__phase3c_external_case_ensemble_comparison__opendrift__single_model__2010_05_21_to_2010_05_23__zoom__paper__eventcorridor_p50.png | output/figure_package_publication/case_dwh_retro_2010_72h__phase3c_dwh_pygnome_comparator__pygnome__single_model__2010_05_21_to_2010_05_23__zoom__paper__eventcorridor_pygnome.png,Board assembled from publication-grade single figures only.
case_dwh_retro_2010_72h__phase3c_dwh_pygnome_comparator__pygnome__single_model__2010_05_21_to_2010_05_23__zoom__paper__eventcorridor_pygnome,I,DWH OpenDrift vs PyGNOME publication package,CASE_DWH_RETRO_2010_72H,phase3c_dwh_pygnome_comparator,2010-05-21_to_2010-05-23,pygnome,single_model,,zoom,paper,output/figure_package_publication/case_dwh_retro_2010_72h__phase3c_dwh_pygnome_comparator__pygnome__single_model__2010_05_21_to_2010_05_23__zoom__paper__eventcorridor_pygnome.png,/app/output/figure_package_publication/case_dwh_retro_2010_72h__phase3c_dwh_pygnome_comparator__pygnome__single_model__2010_05_21_to_2010_05_23__zoom__paper__eventcorridor_pygnome.png,2860,1760,This figure shows the PyGNOME comparator corridor against the observed corridor with the same visual grammar.,False,True,output/CASE_DWH_RETRO_2010_72H/phase3c_external_case_setup/processed/layer_00_dwh_wellhead_processed.gpkg | output/CASE_DWH_RETRO_2010_72H/phase3c_external_case_run/products/obs_mask_2010-05-21_2010-05-23_eventcorridor.tif | output/CASE_DWH_RETRO_2010_72H/phase3c_dwh_pygnome_comparator/products/pygnome_eventcorridor_union_2010-05-21_to_2010-05-23.tif,Built from stored DWH comparator rasters only.
case_dwh_retro_2010_72h__phase3c_external_case_run__observation__single_observation__2010_05_21_to_2010_05_23__zoom__paper__eventcorridor_observation,I,DWH OpenDrift vs PyGNOME publication package,CASE_DWH_RETRO_2010_72H,phase3c_external_case_run,2010-05-21_to_2010-05-23,observation,single_observation,,zoom,paper,output/figure_package_publication/case_dwh_retro_2010_72h__phase3c_external_case_run__observation__single_observation__2010_05_21_to_2010_05_23__zoom__paper__eventcorridor_observation.png,/app/output/figure_package_publication/case_dwh_retro_2010_72h__phase3c_external_case_run__observation__single_observation__2010_05_21_to_2010_05_23__zoom__paper__eventcorridor_observation.png,2860,1760,This figure isolates the DWH observed event corridor so the panel can see the target footprint before looking at the model layers.,False,True,output/CASE_DWH_RETRO_2010_72H/phase3c_external_case_run/products/obs_mask_2010-05-21_2010-05-23_eventcorridor.tif,Built from the stored DWH event-corridor observation raster only.
case_dwh_retro_2010_72h__phase3c_dwh_pygnome_comparator__pygnome__single_trajectory__2010_05_20_to_2010_05_23__zoom__paper__pygnome_trajectory,J,DWH trajectory publication package,CASE_DWH_RETRO_2010_72H,phase3c_dwh_pygnome_comparator,2010-05-20_to_2010-05-23,pygnome,single_trajectory,,zoom,paper,output/figure_package_publication/case_dwh_retro_2010_72h__phase3c_dwh_pygnome_comparator__pygnome__single_trajectory__2010_05_20_to_2010_05_23__zoom__paper__pygnome_trajectory.png,/app/output/figure_package_publication/case_dwh_retro_2010_72h__phase3c_dwh_pygnome_comparator__pygnome__single_trajectory__2010_05_20_to_2010_05_23__zoom__paper__pygnome_trajectory.png,2860,1760,This figure gives the panel a like-for-like PyGNOME trajectory picture using the same framing as the OpenDrift transport figures.,False,True,output/CASE_DWH_RETRO_2010_72H/phase3c_external_case_setup/processed/layer_00_dwh_wellhead_processed.gpkg | output/CASE_DWH_RETRO_2010_72H/phase3c_dwh_pygnome_comparator/tracks/pygnome_dwh_phase3c.nc,Built from the stored DWH PyGNOME track NetCDF.
case_dwh_retro_2010_72h__phase3c_external_case_ensemble_comparison__opendrift__single_trajectory__2010_05_20_to_2010_05_23__zoom__paper__ensemble_sampled_trajectory,J,DWH trajectory publication package,CASE_DWH_RETRO_2010_72H,phase3c_external_case_ensemble_comparison,2010-05-20_to_2010-05-23,opendrift,single_trajectory,,zoom,paper,output/figure_package_publication/case_dwh_retro_2010_72h__phase3c_external_case_ensemble_comparison__opendrift__single_trajectory__2010_05_20_to_2010_05_23__zoom__paper__ensemble_sampled_trajectory.png,/app/output/figure_package_publication/case_dwh_retro_2010_72h__phase3c_external_case_ensemble_comparison__opendrift__single_trajectory__2010_05_20_to_2010_05_23__zoom__paper__ensemble_sampled_trajectory.png,2860,1760,This figure shows how the DWH ensemble spreads around the main transport pathway while staying readable.,False,True,output/CASE_DWH_RETRO_2010_72H/phase3c_external_case_setup/processed/layer_00_dwh_wellhead_processed.gpkg | output/CASE_DWH_RETRO_2010_72H/phase3c_external_case_ensemble_comparison/tracks/member_01.nc | output/CASE_DWH_RETRO_2010_72H/phase3c_external_case_ensemble_comparison/tracks/member_05.nc | output/CASE_DWH_RETRO_2010_72H/phase3c_external_case_ensemble_comparison/tracks/member_09.nc | output/CASE_DWH_RETRO_2010_72H/phase3c_external_case_ensemble_comparison/tracks/member_14.nc | output/CASE_DWH_RETRO_2010_72H/phase3c_external_case_ensemble_comparison/tracks/member_18.nc | output/CASE_DWH_RETRO_2010_72H/phase3c_external_case_ensemble_comparison/tracks/member_23.nc | output/CASE_DWH_RETRO_2010_72H/phase3c_external_case_ensemble_comparison/tracks/member_27.nc | output/CASE_DWH_RETRO_2010_72H/phase3c_external_case_ensemble_comparison/tracks/member_32.nc | output/CASE_DWH_RETRO_2010_72H/phase3c_external_case_ensemble_comparison/tracks/member_36.nc | output/CASE_DWH_RETRO_2010_72H/phase3c_external_case_ensemble_comparison/tracks/member_41.nc | output/CASE_DWH_RETRO_2010_72H/phase3c_external_case_ensemble_comparison/tracks/member_45.nc | output/CASE_DWH_RETRO_2010_72H/phase3c_external_case_ensemble_comparison/tracks/member_50.nc,Built from stored DWH ensemble track NetCDFs only.
case_dwh_retro_2010_72h__phase3c_external_case_run__opendrift__single_trajectory__2010_05_20_to_2010_05_23__zoom__paper__deterministic_trajectory,J,DWH trajectory publication package,CASE_DWH_RETRO_2010_72H,phase3c_external_case_run,2010-05-20_to_2010-05-23,opendrift,single_trajectory,,zoom,paper,output/figure_package_publication/case_dwh_retro_2010_72h__phase3c_external_case_run__opendrift__single_trajectory__2010_05_20_to_2010_05_23__zoom__paper__deterministic_trajectory.png,/app/output/figure_package_publication/case_dwh_retro_2010_72h__phase3c_external_case_run__opendrift__single_trajectory__2010_05_20_to_2010_05_23__zoom__paper__deterministic_trajectory.png,2860,1760,This figure gives the panel an intuitive picture of the DWH deterministic transport path.,False,True,output/CASE_DWH_RETRO_2010_72H/phase3c_external_case_setup/processed/layer_00_dwh_wellhead_processed.gpkg | output/CASE_DWH_RETRO_2010_72H/phase3c_external_case_run/tracks/opendrift_control_dwh_phase3c.nc,Built from the stored DWH deterministic track NetCDF.
case_dwh_retro_2010_72h__phase3c_external_case_run__opendrift_vs_pygnome__trajectory_board__2010_05_20_to_2010_05_23__board__slide__trajectory_board,J,DWH trajectory publication package,CASE_DWH_RETRO_2010_72H,phase3c_external_case_run,2010-05-20_to_2010-05-23,opendrift_vs_pygnome,trajectory_board,,board,slide,output/figure_package_publication/case_dwh_retro_2010_72h__phase3c_external_case_run__opendrift_vs_pygnome__trajectory_board__2010_05_20_to_2010_05_23__board__slide__trajectory_board.png,/app/output/figure_package_publication/case_dwh_retro_2010_72h__phase3c_external_case_run__opendrift_vs_pygnome__trajectory_board__2010_05_20_to_2010_05_23__board__slide__trajectory_board.png,3520,1980,This board gives the panel a clean transport-path view of the DWH case before or after the footprint-comparison boards.,False,False,output/figure_package_publication/case_dwh_retro_2010_72h__phase3c_external_case_run__opendrift__single_trajectory__2010_05_20_to_2010_05_23__zoom__paper__deterministic_trajectory.png | output/figure_package_publication/case_dwh_retro_2010_72h__phase3c_external_case_ensemble_comparison__opendrift__single_trajectory__2010_05_20_to_2010_05_23__zoom__paper__ensemble_sampled_trajectory.png | output/figure_package_publication/case_dwh_retro_2010_72h__phase3c_dwh_pygnome_comparator__pygnome__single_trajectory__2010_05_20_to_2010_05_23__zoom__paper__pygnome_trajectory.png,Board assembled from publication-grade trajectory figures only.
case_2016_09_01__prototype_pygnome_similarity_summary__opendrift__single_forecast__2016_09_02__single__paper__case_2016_09_01_prototype_2016_24h_opendrift_single,K,Prototype 2016 OpenDrift vs PyGNOME support package,CASE_2016-09-01,prototype_pygnome_similarity_summary,2016-09-02,opendrift,single_forecast,,single,paper,output/figure_package_publication/case_2016_09_01__prototype_pygnome_similarity_summary__opendrift__single_forecast__2016_09_02__single__paper__case_2016_09_01_prototype_2016_24h_opendrift_single.png,/app/output/figure_package_publication/case_2016_09_01__prototype_pygnome_similarity_summary__opendrift__single_forecast__2016_09_02__single__paper__case_2016_09_01_prototype_2016_24h_opendrift_single.png,1512,2196,"Legacy prototype support figure for CASE_2016-09-01 at 24 h showing the OpenDrift deterministic higher-density core and broader support envelope derived from the stored deterministic normalized density raster, overlaid with the exact benchmark footprint outline and canonical Mindoro coastline context. PyGNOME remains comparator-only, not truth, and this is not final Chapter 3 evidence.",False,True,output/prototype_2016_pygnome_similarity/figures/case_2016_09_01__prototype_2016__24h__opendrift__single.png | output/CASE_2016-09-01/benchmark/control/control_footprint_mask_2016-09-02T00-00-00Z.tif | output/CASE_2016-09-01/benchmark/control/control_density_norm_2016-09-02T00-00-00Z.tif | output/CASE_2016-09-01/benchmark/qa/footprint_overlay_2016-09-02T00-00-00Z.png | data_processed/grids/land_mask.tif | data_processed/grids/shoreline_segments.gpkg | config/publication_map_labels_mindoro.csv | data/arcgis/CASE_2016-09-01/source_point_metadata.geojson,Support-only publication copy of the legacy prototype deterministic OpenDrift-versus-PyGNOME comparator figure.
case_2016_09_01__prototype_pygnome_similarity_summary__opendrift__single_forecast__2016_09_03__single__paper__case_2016_09_01_prototype_2016_48h_opendrift_single,K,Prototype 2016 OpenDrift vs PyGNOME support package,CASE_2016-09-01,prototype_pygnome_similarity_summary,2016-09-03,opendrift,single_forecast,,single,paper,output/figure_package_publication/case_2016_09_01__prototype_pygnome_similarity_summary__opendrift__single_forecast__2016_09_03__single__paper__case_2016_09_01_prototype_2016_48h_opendrift_single.png,/app/output/figure_package_publication/case_2016_09_01__prototype_pygnome_similarity_summary__opendrift__single_forecast__2016_09_03__single__paper__case_2016_09_01_prototype_2016_48h_opendrift_single.png,1512,2196,"Legacy prototype support figure for CASE_2016-09-01 at 48 h showing the OpenDrift deterministic higher-density core and broader support envelope derived from the stored deterministic normalized density raster, overlaid with the exact benchmark footprint outline and canonical Mindoro coastline context. PyGNOME remains comparator-only, not truth, and this is not final Chapter 3 evidence.",False,True,output/prototype_2016_pygnome_similarity/figures/case_2016_09_01__prototype_2016__48h__opendrift__single.png | output/CASE_2016-09-01/benchmark/control/control_footprint_mask_2016-09-03T00-00-00Z.tif | output/CASE_2016-09-01/benchmark/control/control_density_norm_2016-09-03T00-00-00Z.tif | output/CASE_2016-09-01/benchmark/qa/footprint_overlay_2016-09-03T00-00-00Z.png | data_processed/grids/land_mask.tif | data_processed/grids/shoreline_segments.gpkg | config/publication_map_labels_mindoro.csv | data/arcgis/CASE_2016-09-01/source_point_metadata.geojson,Support-only publication copy of the legacy prototype deterministic OpenDrift-versus-PyGNOME comparator figure.
case_2016_09_01__prototype_pygnome_similarity_summary__opendrift__single_forecast__2016_09_04__single__paper__case_2016_09_01_prototype_2016_72h_opendrift_single,K,Prototype 2016 OpenDrift vs PyGNOME support package,CASE_2016-09-01,prototype_pygnome_similarity_summary,2016-09-04,opendrift,single_forecast,,single,paper,output/figure_package_publication/case_2016_09_01__prototype_pygnome_similarity_summary__opendrift__single_forecast__2016_09_04__single__paper__case_2016_09_01_prototype_2016_72h_opendrift_single.png,/app/output/figure_package_publication/case_2016_09_01__prototype_pygnome_similarity_summary__opendrift__single_forecast__2016_09_04__single__paper__case_2016_09_01_prototype_2016_72h_opendrift_single.png,1512,2196,"Legacy prototype support figure for CASE_2016-09-01 at 72 h showing the OpenDrift deterministic higher-density core and broader support envelope derived from the stored deterministic normalized density raster, overlaid with the exact benchmark footprint outline and canonical Mindoro coastline context. PyGNOME remains comparator-only, not truth, and this is not final Chapter 3 evidence.",False,True,output/prototype_2016_pygnome_similarity/figures/case_2016_09_01__prototype_2016__72h__opendrift__single.png | output/CASE_2016-09-01/benchmark/control/control_footprint_mask_2016-09-04T00-00-00Z.tif | output/CASE_2016-09-01/benchmark/control/control_density_norm_2016-09-04T00-00-00Z.tif | output/CASE_2016-09-01/benchmark/qa/footprint_overlay_2016-09-04T00-00-00Z.png | data_processed/grids/land_mask.tif | data_processed/grids/shoreline_segments.gpkg | config/publication_map_labels_mindoro.csv | data/arcgis/CASE_2016-09-01/source_point_metadata.geojson,Support-only publication copy of the legacy prototype deterministic OpenDrift-versus-PyGNOME comparator figure.
case_2016_09_01__prototype_pygnome_similarity_summary__opendrift_vs_pygnome__comparison_board__2016_09_02_to_2016_09_04__board__slide__case_2016_09_01_prototype_2016_24_48_72h_opendrift_vs_pygnome_board,K,Prototype 2016 OpenDrift vs PyGNOME support package,CASE_2016-09-01,prototype_pygnome_similarity_summary,2016-09-02_to_2016-09-04,opendrift_vs_pygnome,comparison_board,,board,slide,output/figure_package_publication/case_2016_09_01__prototype_pygnome_similarity_summary__opendrift_vs_pygnome__comparison_board__2016_09_02_to_2016_09_04__board__slide__case_2016_09_01_prototype_2016_24_48_72h_opendrift_vs_pygnome_board.png,/app/output/figure_package_publication/case_2016_09_01__prototype_pygnome_similarity_summary__opendrift_vs_pygnome__comparison_board__2016_09_02_to_2016_09_04__board__slide__case_2016_09_01_prototype_2016_24_48_72h_opendrift_vs_pygnome_board.png,2412,1944,"Legacy prototype support board for CASE_2016-09-01 showing paired 24 h, 48 h, and 72 h deterministic density-derived support envelopes and exact footprint outlines for OpenDrift and PyGNOME on the same benchmark grid with canonical Mindoro coastline and locator context. PyGNOME remains comparator-only, not truth, and this is not final Chapter 3 evidence.",False,False,output/prototype_2016_pygnome_similarity/figures/case_2016_09_01__prototype_2016__24_48_72h__opendrift_vs_pygnome__board.png | output/CASE_2016-09-01/benchmark/control/control_footprint_mask_2016-09-02T00-00-00Z.tif | output/CASE_2016-09-01/benchmark/control/control_density_norm_2016-09-02T00-00-00Z.tif | output/CASE_2016-09-01/benchmark/pygnome/pygnome_footprint_mask_2016-09-02T00-00-00Z.tif | output/CASE_2016-09-01/benchmark/pygnome/pygnome_density_norm_2016-09-02T00-00-00Z.tif | output/CASE_2016-09-01/benchmark/qa/footprint_overlay_2016-09-02T00-00-00Z.png | output/CASE_2016-09-01/benchmark/control/control_footprint_mask_2016-09-03T00-00-00Z.tif | output/CASE_2016-09-01/benchmark/control/control_density_norm_2016-09-03T00-00-00Z.tif | output/CASE_2016-09-01/benchmark/pygnome/pygnome_footprint_mask_2016-09-03T00-00-00Z.tif | output/CASE_2016-09-01/benchmark/pygnome/pygnome_density_norm_2016-09-03T00-00-00Z.tif | output/CASE_2016-09-01/benchmark/qa/footprint_overlay_2016-09-03T00-00-00Z.png | output/CASE_2016-09-01/benchmark/control/control_footprint_mask_2016-09-04T00-00-00Z.tif | output/CASE_2016-09-01/benchmark/control/control_density_norm_2016-09-04T00-00-00Z.tif | output/CASE_2016-09-01/benchmark/pygnome/pygnome_footprint_mask_2016-09-04T00-00-00Z.tif | output/CASE_2016-09-01/benchmark/pygnome/pygnome_density_norm_2016-09-04T00-00-00Z.tif | output/CASE_2016-09-01/benchmark/qa/footprint_overlay_2016-09-04T00-00-00Z.png | data_processed/grids/land_mask.tif | data_processed/grids/shoreline_segments.gpkg | config/publication_map_labels_mindoro.csv | data/arcgis/CASE_2016-09-01/source_point_metadata.geojson,Support-only publication copy of the legacy prototype deterministic OpenDrift-versus-PyGNOME comparator figure.
case_2016_09_01__prototype_pygnome_similarity_summary__pygnome__single_forecast__2016_09_02__single__paper__case_2016_09_01_prototype_2016_24h_pygnome_single,K,Prototype 2016 OpenDrift vs PyGNOME support package,CASE_2016-09-01,prototype_pygnome_similarity_summary,2016-09-02,pygnome,single_forecast,,single,paper,output/figure_package_publication/case_2016_09_01__prototype_pygnome_similarity_summary__pygnome__single_forecast__2016_09_02__single__paper__case_2016_09_01_prototype_2016_24h_pygnome_single.png,/app/output/figure_package_publication/case_2016_09_01__prototype_pygnome_similarity_summary__pygnome__single_forecast__2016_09_02__single__paper__case_2016_09_01_prototype_2016_24h_pygnome_single.png,1512,2196,"Legacy prototype support figure for CASE_2016-09-01 at 24 h showing the PyGNOME deterministic higher-density core and broader support envelope derived from the stored deterministic normalized density raster, overlaid with the exact benchmark footprint outline and canonical Mindoro coastline context. PyGNOME remains comparator-only, not truth, and this is not final Chapter 3 evidence.",False,True,output/prototype_2016_pygnome_similarity/figures/case_2016_09_01__prototype_2016__24h__pygnome__single.png | output/CASE_2016-09-01/benchmark/pygnome/pygnome_footprint_mask_2016-09-02T00-00-00Z.tif | output/CASE_2016-09-01/benchmark/pygnome/pygnome_density_norm_2016-09-02T00-00-00Z.tif | output/CASE_2016-09-01/benchmark/qa/footprint_overlay_2016-09-02T00-00-00Z.png | data_processed/grids/land_mask.tif | data_processed/grids/shoreline_segments.gpkg | config/publication_map_labels_mindoro.csv | data/arcgis/CASE_2016-09-01/source_point_metadata.geojson,Support-only publication copy of the legacy prototype deterministic OpenDrift-versus-PyGNOME comparator figure.
case_2016_09_01__prototype_pygnome_similarity_summary__pygnome__single_forecast__2016_09_03__single__paper__case_2016_09_01_prototype_2016_48h_pygnome_single,K,Prototype 2016 OpenDrift vs PyGNOME support package,CASE_2016-09-01,prototype_pygnome_similarity_summary,2016-09-03,pygnome,single_forecast,,single,paper,output/figure_package_publication/case_2016_09_01__prototype_pygnome_similarity_summary__pygnome__single_forecast__2016_09_03__single__paper__case_2016_09_01_prototype_2016_48h_pygnome_single.png,/app/output/figure_package_publication/case_2016_09_01__prototype_pygnome_similarity_summary__pygnome__single_forecast__2016_09_03__single__paper__case_2016_09_01_prototype_2016_48h_pygnome_single.png,1512,2196,"Legacy prototype support figure for CASE_2016-09-01 at 48 h showing the PyGNOME deterministic higher-density core and broader support envelope derived from the stored deterministic normalized density raster, overlaid with the exact benchmark footprint outline and canonical Mindoro coastline context. PyGNOME remains comparator-only, not truth, and this is not final Chapter 3 evidence.",False,True,output/prototype_2016_pygnome_similarity/figures/case_2016_09_01__prototype_2016__48h__pygnome__single.png | output/CASE_2016-09-01/benchmark/pygnome/pygnome_footprint_mask_2016-09-03T00-00-00Z.tif | output/CASE_2016-09-01/benchmark/pygnome/pygnome_density_norm_2016-09-03T00-00-00Z.tif | output/CASE_2016-09-01/benchmark/qa/footprint_overlay_2016-09-03T00-00-00Z.png | data_processed/grids/land_mask.tif | data_processed/grids/shoreline_segments.gpkg | config/publication_map_labels_mindoro.csv | data/arcgis/CASE_2016-09-01/source_point_metadata.geojson,Support-only publication copy of the legacy prototype deterministic OpenDrift-versus-PyGNOME comparator figure.
